3,14994391
3,1761626
3,8367512
3,24093199
3,22342854
3,152457
13,25311073
17,11928078
17,96882
29,234075
29,5346490
29,23871110
36,4203163
36,121243
36,12485117
37,5023514
37,901115
43,19100848
563229,3255
563229,1857244
563229,93526
563229,21790598
563229,2198377
563229,2631820
563229,15713167
563229,19517673
563229,6759463
563229,2418527
563229,41244
563229,83147
563229,982677
563229,111341
563229,600446
563229,4398136
563229,1420965
563229,18932
563229,1732348
563229,295224
563228,27204636
51,8134960
51,9475893
51,27509
51,249760
51,9287510
51,170961
51,201323
51,7745609
51,11156801
51,15336248
51,246961
51,10059594
51,3213
51,9646167
51,2258028
51,113045
51,19168550
51,17717570
51,19517673
51,16024006
51,7575577
51,727994
51,108819
51,24403790
51,14894864
51,2579734
51,649149
51,1643227
51,170986
51,179940
51,16002984
51,119506
51,141525
49,21822717
49,22003082
49,9556026
49,22393468
49,14567146
49,22678681
49,22679553
49,14415881
58,1684202
58,23644165
58,18225446
58,385305
58,9288482
56,15222243
62,15278725
60,9110179
60,2860387
60,290548
60,25656787
71,7065543
71,14994391
71,1064271
67,18085301
67,9628547
67,22234873
67,15448868
67,23111031
67,23546140
67,11265917
67,6858985
67,8596794
77,8894654
77,11075116
77,24134693
77,8439650
72,6012246
72,3458689
72,5317225
72,15448196
72,500607
72,18981809
72,10220958
72,582336
91,13557798
91,22368202
91,6230227
101,23659300
101,23704080
101,23036000
101,23643676
101,23413529
101,22949002
101,23833849
101,23850591
101,23900203
101,23973355
101,23978672
101,24128988
101,24180512
101,24437833
101,24509501
101,24503078
101,24516122
101,24340258
101,24923479
101,26951613
111,18455600
111,15349869
111,15242047
111,10694355
111,17012806
111,17938294
111,5230510
111,4146502
111,3675157
111,2116778
111,339923
111,21422494
111,16316801
111,18826775
111,6872223
111,4819312
111,9591407
111,14203279
111,26719549
111,2047465
111,5622054
113,3431434
113,20147346
1681445,16717201
1681445,3389496
1681445,1223354
1681445,1967370
1681445,15663001
1681445,17636389
1681445,14235057
1681445,3094416
112,20276907
122,1260895
122,7560235
122,6338870
122,406230
122,399078
122,4651923
137,13336998
137,5479711
137,5025135
137,17830313
137,9011103
137,12078467
137,4161357
137,5646216
137,13216251
137,1317448
137,3949864
137,6599893
137,1302022
137,8907867
137,2770415
137,13069871
137,4177686
137,20530682
137,15449581
137,9658881
137,5973327
137,11751391
137,13790533
137,2057210
137,19268734
137,5583707
137,9975244
1681624,12370714
135,22967340
156,9991476
156,1230084
156,20850013
156,1098897
156,494974
156,16407995
156,413807
145,18746748
145,2740020
145,1811321
145,11117382
145,1713214
149,24186026
150,4653903
150,17774815
150,18021661
150,1837717
150,118526
164,18109154
164,20860997
164,19832150
164,8845949
164,9856590
164,630453
164,23764271
164,6646495
164,18823493
164,17669747
199,14051304
199,8744804
199,927358
199,16050999
199,359424
199,4829996
199,5235826
199,745541
199,4500062
199,20597503
199,5095183
199,14664796
199,935664
199,3168370
199,10642877
199,144862
199,190344
199,12705527
199,751325
199,2520542
199,14401435
199,13429707
199,3985876
199,397556
199,569298
199,7885898
199,2903610
199,248545
199,8088595
199,20829129
199,160587
199,17407620
199,983030
199,396229
198,19782944
198,19132908
198,9683516
198,13511102
198,1049001
198,25168950
198,24815957
198,25755240
198,25756589
198,16427421
198,25824908
198,22463839
198,25456186
198,2765024
198,20893171
198,18746929
198,6910901
198,25147378
198,26653673
198,14890402
198,23292306
198,14211422
198,1713123
198,8128083
198,11909167
198,23331456
198,21386101
198,26354825
219,3071623
214,18021718
214,14414653
214,26913414
208,832059
209,10779297
209,5023566
209,17678881
209,19103155
209,11776767
209,8744824
209,17055740
209,7297773
209,6492027
209,25126295
209,46155
209,10000020
209,22214843
209,26069080
209,2157554
209,10901299
209,11278114
565299,5436824
565299,15441670
565299,4006324
565299,9842494
565299,12526228
565299,2068344
565299,11595639
565299,18746929
565299,8864405
565299,8297701
565299,11716244
14343,18457678
16266,1463340
1677299,13538168
1677299,18623351
1677299,21314132
1677299,18178236
1677299,22661757
1677299,22451083
1677299,6911584
1677299,5140833
1677299,5627284
1677299,26255
1677299,1077412
1677299,25761586
1677299,25748181
1677299,171924
1677299,9994295
1677299,12574253
1677299,1069066
1677299,17540971
1677299,3342033
1677299,1485841
1677299,10181638
1677299,8332090
1677299,2030152
1677299,11305563
1677299,15664530
1677299,18241118
1677299,4845219
1677299,4652512
1677299,2920416
1677299,3162281
1677299,17895442
1677299,23285441
1677299,20896237
1677299,27585435
1677299,6819888
16308,5848812
16308,4942375
16308,21767115
16308,20937475
16308,25194444
16308,17098307
567292,21758634
567292,18085331
567292,24124493
567292,4600258
567292,2487509
567292,2696156
567292,25668600
567292,27527135
567292,28111666
16342,18036381
16342,17098927
16342,23233252
16342,19543839
16139,7947030
16185,5287954
16185,9434827
16185,7924973
16185,17626202
16185,2200494
16185,15133977
16185,6711610
16185,13417670
16185,23450384
16185,12657710
16185,4949784
16185,400288
1118038,23479517
1677069,18170205
1677069,10524434
1677069,9898150
1677069,12853437
1677069,4954313
1677069,1203892
1677069,4706370
1677069,985211
1677069,7878662
1677069,5161428
1677069,19936454
1677069,22290754
567135,19210935
567135,11388014
567135,5149545
567135,5445491
1677096,12481639
1677096,49146
16007,19124746
16007,20196923
16007,20207831
16007,20359502
16007,20906060
16007,20981272
16007,22149864
16007,22162120
16007,22386438
16007,5745880
16007,22543349
16007,22571379
16007,22748330
16007,22889719
16007,23065711
16007,23569250
16007,24633728
16007,24688255
16007,26941794
16007,27232621
16008,15388914
16008,14480837
16008,11393075
16008,22958965
16008,19646550
16008,22488630
16008,1077412
16008,1091945
16008,16426688
566920,20913869
566920,3774755
566920,337293
566920,3294553
566920,4114095
566920,2782229
566920,8220801
566920,87734
566920,14106121
566920,563198
16034,2495459
16034,263890
16034,5258989
16034,17842765
16034,12373733
16034,1889602
16034,147515
16034,17042547
16034,4185365
16034,1661197
16034,138162
16034,38549
16034,21996768
16034,8346891
16034,21287794
16034,13769732
16034,21502608
1117903,8577636
16075,1732348
14312,11352643
14312,11072212
568884,7029127
568884,13688541
568884,6006805
568884,18404948
568884,11991062
568884,41504
568884,20133293
568884,15693077
568884,15882202
568884,11838639
568884,165779
568884,11956622
568884,2118755
568884,2629222
568884,19541454
1115689,8978650
1115689,7210227
1115689,761194
1115689,14718826
1115689,6807317
1115689,12738309
1115689,14107835
1115689,17251764
1115689,18947892
9204,19096084
9204,19656353
9204,4348805
9204,17127367
9204,20517723
9204,20825539
9204,1793735
9204,12639454
9204,21972132
9204,21979060
9204,22811063
9204,23190917
9204,23260067
9204,23727768
9204,23752885
9204,7550376
9204,21064916
9204,9411295
9204,24905717
9204,16240747
9204,25165941
9204,25293758
9204,25524109
9204,19113224
9204,25992100
9204,26333815
9204,26577588
9204,26576069
9204,26885067
9204,26940253
9204,6180772
9204,6043888
9204,28223663
9204,27929272
9204,28517486
572370,20001427
572370,20795747
572370,20881177
572370,9433864
572370,12896988
572370,4568645
572370,22218604
572370,1711631
572370,24650626
572370,24652857
572370,3194516
572370,1012573
572370,25554062
572370,3120796
572370,4870328
572370,24621265
572370,8971261
572370,26200491
572370,26002415
572370,27158812
572370,27595429
572370,27664213
572370,9611904
9188,635113
9188,13585857
9143,6572330
9137,20113701
9121,7126789
9121,6296235
7743,13224155
7743,7087905
7734,19892099
7734,16120784
7734,14443059
7734,28145528
7734,325041
8815,5971252
8815,10558465
8819,14567107
8819,277029
8819,1425892
8819,1269603
8819,5632280
8787,348170
8787,927358
8787,5434419
8787,7369625
8787,4747264
8787,5784329
8787,2332330
8787,2584521
8787,16286605
8787,7885872
1673842,2189452
1673842,426258
1673842,2258864
1673842,46582
1673842,4696499
1673842,187770
1673842,901115
1673842,3004210
1673842,12458444
1673842,13313052
1673842,6666423
1673842,1034621
1673842,5938802
1673842,153152
1673842,572897
1673842,1070760
1673842,86513
1673842,747641
1673842,5867985
1673842,5272519
1673842,325273
1673842,2446936
1673842,3744289
1673842,14627330
1673842,500431
1673842,226127
1673842,17323350
1673842,221294
1673842,14892095
1673842,3879868
1673842,1642212
1673842,3788605
1673842,18388381
1673842,18511576
1673842,11448197
1673842,3608248
1673842,132544
1673842,10824471
1673842,2749954
1673842,4842020
1673842,11806947
1673842,11088294
1673842,17398019
1673842,4917761
1673842,2448472
1673842,726816
1673842,10450809
1673842,4390134
1673842,5301643
1673842,1147359
1673842,2106637
1673842,8837454
1673842,8175093
1673842,179123
1673842,6507293
1673842,7519618
1673842,280389
1673842,2067472
1673842,612689
1673842,5019798
1673842,11250109
1673842,2671496
1673842,162304
1673842,1164698
1673842,359788
1673842,2230519
1673842,18174511
1673842,5660263
1673842,15390997
1673842,9880472
1673842,3781373
1673842,13016317
1673842,1479319
1673842,958908
1673842,2274695
1673842,4602153
1673842,268648
1673842,631401
1673842,9185821
1673842,8640823
1673842,5978904
1673842,4535298
1673842,5068944
1673842,835790
1673842,6876732
1673842,10048397
1673842,2909080
1673842,11592015
1673842,21202530
1673842,3093365
1673842,1151987
1673842,2694644
1673842,4878887
1673842,5627284
1673842,12492701
1673842,2550796
1673842,4830711
1673842,4262018
1673842,4032960
1673842,61552
1673842,15604196
1673842,275781
1673842,20323787
1673842,5194995
1673842,2979922
1673842,7397207
1673842,9851580
1673842,15231251
1673842,12505760
1673842,18481863
1673842,154075
1673842,273743
1673842,15112584
1673842,21704880
1673842,17397052
1673842,105034
1673842,8112914
1673842,12217881
1673842,5600621
1673842,10695629
1673842,5311334
1673842,16128851
1673842,9580327
1673842,8810458
1673842,15556624
1673842,5861134
1673842,7503450
1673842,5924072
1673842,7382207
1673842,11980458
1673842,11985431
1673842,12029161
1673842,227624
1673842,84556
1673842,8464677
1673842,5628689
1673842,5248183
1673842,9780333
1673842,17375720
1673842,4421207
1673842,16006583
1673842,19236717
1673842,784586
1673842,14628576
1673842,12641386
1673842,18134271
1673842,2239143
1673842,17899750
1673842,13037713
1673842,19393903
1673842,12991515
1673842,10575751
1673842,7352092
1673842,20908748
1673842,13743058
1673842,8537397
1673842,6509297
1673842,18222111
1673842,630453
1673842,9683279
1673842,18782324
1673842,20087627
1673842,19834842
1673842,2876616
1673842,18157305
1673842,11255630
1673842,15194940
1673842,153234
1673842,730250
1673842,2018263
1673842,22343224
1673842,19521487
1673842,5827612
1673842,1146973
1673842,5730815
1673842,18875674
1673842,3926836
1673842,1778088
1673842,20402818
1673842,7538444
1673842,7950030
1673842,8455685
1673842,8677261
1673842,2437683
1673842,3646914
1673842,7095574
1673842,17249500
1673842,14733136
1673842,15316363
1673842,4012998
1673842,218760
1673842,2223574
1673842,3520810
1673842,23108342
1673842,16305488
1673842,5125521
1673842,14745297
1673842,5820954
1673842,19930898
1673842,3572829
1673842,9703319
1673842,14307953
1673842,10081611
1673842,16838654
1673842,16040263
1673842,4973095
1673842,15496915
1673842,6661993
1673842,2194808
1673842,12913141
1673842,16484451
1673842,6351013
1673842,5406859
1673842,8141037
1673842,11978995
1673842,2547046
1673842,16151018
1673842,548029
1673842,13487124
1673842,15144046
1673842,26091875
1673842,10335747
1673842,6290053
1673842,7737343
1673842,15240931
1673842,2625773
1673842,21644493
1673842,10324981
1673842,7244321
1673842,3820525
1673842,14502006
1673842,2389361
1673842,16199581
1673842,6553935
1673842,25858547
1673842,1817742
1673842,88476
1673842,791959
1673842,27449206
571921,5271182
571921,2332847
571921,8757764
571921,2376250
571921,6749261
571921,22079227
571921,22499964
571921,927358
571921,15852122
571921,3796927
571921,13436359
571914,10634202
571914,22251199
571914,17271319
571914,1220751
571914,4032960
571914,14907104
8710,16041805
8715,714100
8715,426230
8715,2433447
8715,671118
8715,13691361
8715,446892
8715,2529566
8715,19798803
8715,9666416
8715,10005982
8715,3010647
8715,12148073
8715,19351448
8715,6245570
8715,288441
8715,4545311
8715,10557770
8715,18570408
8715,1986896
8715,21624873
8715,21692646
8715,1746135
8715,5871053
8715,1584617
8715,17290909
8715,5297456
8715,40453
8715,14637979
8715,16522341
8715,4699166
8715,6959189
8715,2172621
8715,23239499
8715,22126314
8715,8551383
8715,3207105
8715,3759410
8715,252552
8715,1479987
8715,924574
8715,1471226
8715,17845637
8715,17944808
8715,7822461
8715,160608
8715,65820
8715,1371460
8715,1067226
8715,19064719
8715,7266097
1673868,6745183
1673868,5551556
1673868,11294620
1673868,14731799
1673868,11548308
1673868,19331211
1673868,20835788
1673868,15436858
1673868,16756968
1673868,4004760
1673868,10210742
1673868,4287366
1673868,2093344
1673868,7161821
1673868,10048001
1673868,22591552
1673868,13272653
1673868,5126458
1673868,9560815
1673868,26789096
1673868,17359557
1673868,1954894
1673868,2753529
1673868,25530298
1673868,8424228
1673868,28353733
8912,20751344
8912,14770671
8912,123999
8912,19498068
8912,11616636
8912,6615168
1118919,8276128
1118919,14064350
1118919,7059780
1118919,4628800
1118919,19025935
1118919,2332847
1118919,16360323
1118919,3585
1118919,4381154
1118919,5130150
1118919,11950570
1118919,1164091
1118919,5255297
1118919,10396321
1118919,23354562
1118919,16676311
1118919,17330843
1118919,16268984
1118919,8686441
1118919,8592921
1118919,18371318
1118919,4735058
1118919,18302066
1118919,18770517
1118919,24668473
1118919,3159945
1118919,1368264
1118919,4909831
1118919,17527870
1118919,2385799
1118919,12645455
1118919,21504611
1118919,20088585
1118919,21962775
1118919,6284743
1118919,18424798
1118919,1579638
1118919,1068558
1118919,19098663
1118919,950008
1118919,4588629
1118919,9245228
1118919,19129527
1118919,12728155
1118919,16588064
1118919,4113299
1118919,2702863
8844,3212692
572268,16839858
572268,7902976
8997,2176861
8997,4396080
8997,18619469
8997,598672
8997,1733311
8997,170961
8997,5009096
8997,8430130
8997,2068021
8997,9275760
8997,1453416
8997,19936476
8997,294216
8997,20056832
8997,20829991
8997,3065409
8997,173919
8976,19383005
8976,16400327
8976,19518534
8976,19708231
8976,21400217
8976,21794003
8976,21818853
8976,358196
8976,2736389
1673242,22634860
1118307,9809351
1118307,5862680
1118307,4004205
1118307,17968287
8206,20027156
8205,6991949
8205,19449089
8205,3253205
8205,20713938
8205,2409077
8205,21054706
8205,20982869
8205,21210221
8205,21394636
8205,21583853
8205,21754960
8205,4933958
8205,22263779
8205,22300278
8205,22336252
8205,21769407
8205,22622335
8205,22634899
8205,9744026
8205,23596318
8205,8418814
8205,15126059
8205,17419900
8205,16618302
8205,23921483
8205,11823826
8205,24455859
8205,25219556
8205,17237679
8205,26346756
8205,21184441
8205,1215260
8205,1205865
8205,24246289
8205,7552033
8205,27718403
571436,20192238
8220,2524101
8123,25021246
8002,25086204
8005,13282085
7961,18132078
7979,19127341
7979,18454058
7979,1598411
7979,13587742
7979,2800964
558866,14343435
558866,19405866
558866,5284878
558866,12119138
558866,9765453
558866,2121957
558866,19096429
558866,20813736
558866,20817688
558866,20823307
558866,20826293
558866,7704253
558866,12977607
558866,14315593
558866,12170440
558866,21839937
558866,21875999
558866,21901526
558866,9473846
558866,22286617
558866,17720079
558866,22232587
558866,18997864
558866,22323536
558866,22391014
558866,22199514
558866,4186140
558866,13582061
558866,13582747
558866,22723927
558866,18217571
558866,14994391
558866,17207463
558866,13254531
558866,3710275
558866,7446077
558866,23993295
558866,8108001
558866,1420381
558866,5225894
558866,23443398
558866,25463634
558866,6572588
558866,25203827
558866,21935383
558866,1424278
558866,26086210
558866,25646639
558866,26366286
558866,26450267
558866,15661296
558866,26558297
558866,23382615
558866,18450076
558866,12858037
558866,26538916
558866,26449272
558866,26341728
558866,16733436
558866,28137860
558866,28021035
558866,16905490
558866,28192349
558866,28731801
6951,8450726
1125197,70324
1125197,14717736
1125197,22711247
1125197,18345089
6967,8196371
6967,16784819
6967,19422229
6962,18026004
6962,6320209
1125159,23469834
1125159,14573871
1125159,2602340
1125159,4294485
1125159,6685803
1125159,11400148
1125159,19045195
1125159,23848667
1125159,6759777
1125159,24476764
1125159,2335034
1125159,27078854
1125159,7459103
6980,1216640
6995,21167226
6995,15698817
6995,11527181
6995,1059101
6995,402582
7008,19333155
7008,97197
7008,20834721
7008,14315519
7008,7076186
7008,19313244
7008,23601622
2259878,1711
2259878,2293498
2259878,9629693
2259878,17338949
2259878,11094383
2259878,70013
2259878,2342162
6839,7174347
6819,21184156
6819,21285306
6819,22850159
6819,22888971
6819,6911310
6819,10559279
6819,25756423
6856,18307934
6851,8318911
6851,10358149
6851,4487948
6855,11855776
6855,12864073
6855,25527458
6855,24829366
6855,24759720
5314,20036441
560358,24620429
5284,10486375
5284,15909640
5284,2842982
5284,7823725
1801,813096
1801,2383912
1801,2353818
1801,389169
1801,564650
1801,357212
1801,5450751
1801,771918
1801,15283439
1801,23931
1801,12491022
1801,14479392
