279488,1
235503,2
70469,3
113976,5
288793,9
124434,13
28043,17
85951,20
402628,1126526
261431,26
435036,29
53154,34
482549,35
299248,38
137190,36
1482204,37
1128645,43
597724,563229
23134,563228
16141,51
419927,50
1399962,49
64079,58
20004,1126494
1329237,56
277398,62
93612,61
293347,60
18800,563318
393881,71
1337731,67
312218,76
222151,77
2330,72
725971,85
262994,87
185632,86
1261790,80
67838,82
140735,91
103222,101
177224,111
281521,106
84401,104
1185439,116
62544,113
980517,1681445
847198,112
375982,122
1138449,121
1168609,137
859594,1681624
1032346,143
356893,131
387897,135
89798,154
10978,156
18567,144
309595,145
81618,147
101670,148
125251,563367
1434818,149
389351,150
572784,170
1411664,2252906
982696,164
690493,184
326069,188
264578,189
190453,183
1140381,181
138951,204
243560,207
27471,197
580761,199
8481,198
2344095,194
199830,219
719694,214
7129,208
119488,209
10041,565299
232447,14343
149521,16271
367119,16266
708608,16272
2316451,1677299
96831,16295
105605,16308
467928,16318
1236953,567292
23816,16340
1750982,16342
270166,16351
492859,16352
21734,16371
459165,16368
1970066,16139
60599,16135
621735,1677139
619943,2252789
11920,16185
1684286,2252793
417325,1118038
356552,16204
603309,1677069
836790,1118011
312356,567135
2469692,1677096
2273862,16240
715121,1677090
2118063,16027
70905,16007
2155858,16008
153462,16050
1511869,1117912
10879,566920
373321,1117890
414209,16039
15696,16034
46952,16035
612914,16045
219140,16047
108170,1117903
162660,1677054
219346,16084
1032409,1117885
37213,16075
1410080,2250542
1715917,14312
1184255,13834
20633,13831
168736,568884
929607,1678929
317661,13828
216994,13827
2075812,1115750
1980316,13824
357274,13855
125435,13850
191756,1678914
461234,13877
985397,1115689
20496,9204
60640,9193
138730,9198
439759,572370
522368,9191
583988,9188
12536,9172
1545227,9161
343578,1119143
406912,9143
1057390,1119187
99266,9137
637785,2245502
135500,9131
47530,9121
340769,9094
873907,558605
312258,7743
1362051,7734
1881174,1685116
815334,1125956
222040,8802
165254,8804
1006394,8815
1395089,8819
953784,8823
122415,8825
2132465,8787
50653,8791
404414,8794
85997,8799
1213810,1673842
1056878,571921
880940,571914
241236,8710
200388,8715
222160,8724
112561,8728
336575,8942
182790,1118852
367404,8954
961442,2245172
1967587,8959
937711,8945
875071,8922
574143,1673868
86003,8925
13416,8912
91146,8873
166948,1118919
777893,8884
1793899,572036
308909,8844
86135,8862
1688877,8863
1209501,572079
241630,9070
32174,9040
340933,9045
1695,572268
583752,9022
1028672,2245623
286338,8997
1303426,1119051
436438,8976
820136,2245589
211911,8965
1249780,8262
786401,1673242
779873,571497
424333,571461
551815,8313
10134,1118307
61844,8206
62344,8205
48695,571436
225055,8220
1678537,8231
1568628,1673339
662442,8123
141897,8002
1778657,2260872
543396,8005
1282,8024
308820,8019
100435,8020
1341935,8037
583075,558912
2380087,1685280
140927,558908
177503,7946
195083,7965
1613548,1126268
562687,7961
1521003,7952
47925,7980
114204,7979
819865,558866
2472803,2260510
1460060,1125186
588744,6951
291823,1125197
426100,557828
131122,6967
8912,6962
62390,1125159
201775,6980
535012,6995
228678,7001
253458,7008
1985096,1684279
15731,7011
1856642,2259878
82850,7018
425557,7028
163236,2259893
65139,6812
138567,6805
1986083,6807
90633,1125109
376803,557748
2249686,557711
2400641,6839
1315931,6833
420567,1125059
14084,6819
629555,1125039
1510850,6856
117651,6848
73918,6851
43707,6852
51997,6855
193044,6906
1255963,557771
798840,557761
583593,6903
64412,560375
12913,5314
385158,560358
51032,1123509
1191427,2257949
1386412,5330
852510,5341
60108,5343
1464262,2257943
832727,1686671
68218,5286
118790,560276
242523,5284
1219253,5290
609180,5289
2480361,5303
8909,5304
590046,560309
486915,560318
204954,5978
752392,5981
162115,1801
1239814,1796
88280,1797
624486,1128290
277110,1794
222370,2034
18015,2038
478938,2039
988380,2044
215828,2046
82089,565200
167011,2018
1021171,2021
44025,2025
27219,2030
109790,2007
72931,2010
692667,2009
2440533,565228
826698,2013
1081743,1683351
171395,1987
222053,1985
839516,1992
194857,1975
221126,1968
168867,1128407
14386,1969
48457,1980
1185561,1631
233246,1630
571899,1583
199939,1578
870506,1574
213627,1573
156762,1569
255902,1599
46423,1591
397174,1585
1032327,1549
892755,1550
222335,1551
91427,1546
2146037,1541
461039,1542
83751,1537
898433,1557
910784,1556
30920,1554
173133,1762
313867,2254382
62174,1771
74505,1775
406427,1782
357871,1785
1033146,1790
20560,1730
1471805,1733
1863125,2254345
785470,1736
1550293,1738
381126,1740
13084,1750
231628,1754
956066,1702
161941,1701
1401324,1719
2476083,1683168
328867,1726
437766,1725
41488,1670
467570,1665
577833,1664
481778,1666
36934,1672
22974,1675
2246844,1685
1122153,1680
173352,1681
2044497,1692
781394,1693
364491,1694
91404,1691
67204,1913
38601,1912
176503,1915
13851,1914
1230903,1916
30862,1904
234780,1907
2301410,1909
957210,1911
23518,1896
142029,1897
312930,1900
1504739,1891
47225,1892
64195,1894
74936,1882
834151,1879
2226122,1876
702598,1683224
84801,1869
20415,565110
